Number_of_Rules,Maximum_Lift,Maximum_Confidence,Maximum_Support
5,5.355575065847235,0.91044776119403,0.16666666666666666
16,3.7396121883656512,0.7894736842105263,0.15555555555555556
36,2.18978102189781,1.0,0.2811111111111111
