count,mean,std,min,25%,50%,75%,max,Median,IQR
100.0,2.3164999999999996,1.7670819266105167,0.0,1.0,2.0,4.0,9.0,2.0,3.0
100.0,2.2847,1.8314632087073115,0.0,1.0,1.0,4.0,7.0,1.0,3.0
100.0,2.083,1.6556792374653184,0.0,1.0,1.0,4.0,5.0,1.0,3.0
100.0,1.2631999999999999,1.4890461186391581,0.0,0.0,0.7,2.0,5.0,0.7,2.0
