Public Documentation,Public Documentation | Architecture Blueprint | Methodology | SME,Public Documentation | Commercial Model | Pricing Template | SME,Public Documentation | Governance Framework | Risk Register | SME
0.0,0.43333333333333335,0.4,0.16666666666666666
0.05454545454545454,0.5318181818181819,0.11363636363636363,0.3
0.0,0.5769230769230769,0.19230769230769232,0.23076923076923078
0.027777777777777776,0.0,0.9722222222222222,0.0
0.10256410256410256,0.5641025641025641,0.1282051282051282,0.20512820512820512
0.14835164835164835,0.5274725274725275,0.11813186813186813,0.20604395604395603
0.40540540540540543,0.2810810810810811,0.15135135135135136,0.16216216216216217
